member_number,member_name,payment_date,amount,payment_type,period,notes
29,,28/11/2021,1000,,,
29,,29/12/2021,1000,,,
30,,1/2/2021,500,,,
30,,1/3/2021,500,,,
30,,3/4/2021,500,,,
30,,29/04/2021,500,,,
30,,1/6/2021,500,,,
30,,28/06/2021,500,,,
30,,28/07/2021,500,,,
30,,27/08/2021,500,,,
30,,28/09/2021,500,,,
30,,29/10/2021,500,,,
30,,28/11/2021,500,,,
31,,1/2/2021,1000,,,
31,,1/3/2021,1000,,,
31,,3/4/2021,1000,,,
31,,29/04/2021,1000,,,
31,,1/6/2021,1000,,,
31,,28/06/2021,1000,,,
31,,28/07/2021,1000,,,
31,,27/08/2021,1000,,,
31,,28/09/2021,500,,,
31,,29/10/2021,500,,,
31,,28/11/2021,500,,,
31,,29/12/2021,500,,,
32,,1/2/2021,1000,,,
32,,1/3/2021,500,,,
32,,3/4/2021,500,,,
32,,29/04/2021,500,,,
32,,1/6/2021,500,,,
32,,28/06/2021,500,,,
32,,28/07/2021,500,,,
32,,27/08/2021,500,,,
32,,28/09/2021,500,,,
32,,29/10/2021,500,,,
32,,28/11/2021,500,,,
32,,29/12/2021,500,,,
33,,1/2/2021,500,,,
33,,1/3/2021,500,,,
33,,3/4/2021,500,,,
33,,29/04/2021,500,,,
33,,1/6/2021,500,,,
33,,28/06/2021,500,,,
33,,28/07/2021,500,,,
33,,27/08/2021,500,,,
33,,28/09/2021,500,,,
33,,29/10/2021,500,,,
33,,28/11/2021,500,,,
33,,29/12/2021,500,,,
34,,1/2/2021,1000,,,
34,,1/3/2021,500,,,
34,,3/4/2021,500,,,
34,,29/04/2021,500,,,
34,,1/6/2021,500,,,
34,,28/06/2021,500,,,
34,,28/07/2021,500,,,
34,,27/08/2021,500,,,
34,,28/09/2021,500,,,
34,,29/10/2021,500,,,
34,,28/11/2021,500,,,
34,,29/12/2021,1000,,,
23,,28/01/2021,2000,,,
23,,28/02/2021,2000,,,
23,,28/03/2021,2000,,,
23,,28/04/2021,1000,,,
23,,30/05/2021,1000,,,
23,,29/06/2021,1000,,,
23,,29/07/2021,1000,,,
23,,28/08/2021,1000,,,
23,,28/09/2021,2500,,,
23,,28/10/2021,2500,,,
23,,30/11/2021,2500,,,
23,,28/12/2021,2500,,,
24,,28/01/2021,1000,,,
24,,28/02/2021,1000,,,
24,,28/03/2021,1000,,,
24,,28/04/2021,500,,,
24,,30/05/2021,500,,,
24,,29/06/2021,500,,,
24,,29/07/2021,500,,,
24,,28/08/2021,500,,,
24,,28/09/2021,500,,,
24,,28/10/2021,500,,,
24,,30/11/2021,500,,,
24,,28/12/2021,500,,,
25,,28/01/2021,1000,,,
25,,28/02/2021,1000,,,
25,,28/03/2021,1000,,,
25,,28/04/2021,500,,,
25,,30/05/2021,500,,,
25,,29/06/2021,500,,,
25,,29/07/2021,500,,,
25,,28/08/2021,500,,,
25,,28/09/2021,500,,,
25,,28/10/2021,500,,,
25,,30/11/2021,500,,,
25,,28/12/2021,500,,,
26,,28/01/2021,1000,,,
26,,28/02/2021,1000,,,
26,,28/03/2021,1000,,,
26,,28/04/2021,500,,,
26,,30/05/2021,500,,,
26,,29/06/2021,500,,,
26,,29/07/2021,500,,,
26,,28/08/2021,500,,,
26,,28/09/2021,500,,,
26,,28/10/2021,500,,,
26,,30/11/2021,500,,,
26,,28/12/2021,500,,,
27,,28/01/2021,1000,,,
27,,28/02/2021,1000,,,
27,,28/03/2021,1000,,,
27,,28/04/2021,500,,,
27,,30/05/2021,500,,,
27,,29/06/2021,500,,,
27,,29/07/2021,500,,,
27,,28/08/2021,500,,,
27,,28/09/2021,500,,,
27,,28/10/2021,500,,,
27,,30/11/2021,500,,,
27,,28/12/2021,500,,,
28,,28/01/2021,1000,,,
28,,28/02/2021,1000,,,
28,,28/03/2021,1000,,,
28,,28/04/2021,500,,,
28,,30/05/2021,500,,,
28,,29/06/2021,500,,,
28,,29/07/2021,500,,,
28,,28/08/2021,500,,,
28,,28/09/2021,500,,,
28,,28/10/2021,500,,,
28,,30/11/2021,500,,,
28,,28/12/2021,500,,,
35,,31/01/2021,500,,,
35,,28/02/2021,500,,,
35,,3/4/2021,500,,,
35,,1/5/2021,500,,,
35,,30/05/2021,500,,,
35,,29/06/2021,500,,,
35,,27/07/2021,1000,,,
35,,4/9/2021,500,,,
35,,4/10/2021,500,,,
35,,31/10/2021,500,,,
35,,29/11/2021,500,,,
35,,2/1/2022,500,,,
36,,31/01/2021,500,,,
36,,28/02/2021,500,,,
36,,3/4/2021,500,,,
36,,1/5/2021,500,,,
36,,30/05/2021,500,,,
36,,29/06/2021,500,,,
36,,27/07/2021,500,,,
36,,4/9/2021,500,,,
36,,4/10/2021,500,,,
36,,31/10/2021,500,,,
36,,29/11/2021,500,,,
36,,2/1/2022,500,,,
37,,27/01/2021,2000,,,
37,,3/3/2021,1300,,,
37,,28/03/2021,700,,,
37,,29/04/2021,2000,,,
37,,28/05/2021,2000,,,
37,,27/06/2021,1000,,,
37,,28/07/2021,2000,,,
37,,27/08/2021,2000,,,
37,,28/10/2021,2000,,,
37,,28/12/2021,2000,,,
38,,27/01/2021,1500,,,
38,,28/02/2021,1500,,,
38,,28/03/2021,1500,,,
38,,27/04/2021,1500,,,
38,,27/05/2021,1500,,,
38,,27/06/2021,1500,,,
38,,27/07/2021,1500,,,
38,,27/08/2021,1500,,,
38,,27/09/2021,1500,,,
38,,27/10/2021,1500,,,
38,,28/11/2021,1500,,,
38,,27/12/2021,1500,,,
39,,27/01/2021,1000,,,
39,,4/3/2021,500,,,
39,,13-31/3/21,4500,,,
39,,27/04/2021,1500,,,
39,,27/05/2021,1500,,,
39,,28/06/2021,1500,,,
39,,27/07/2021,1500,,,
39,,30/08/2021,1500,,,
39,,28/09/2021,1500,,,
39,,27/10/2021,1500,,,
39,,29/11/2021,1500,,,
39,,28/12/2021,1500,,,
40,,27/01/2021,1000,,,
40,,4/3/2021,500,,,
40,,31/03/2021,500,,,
40,,27/04/2021,500,,,
40,,27/05/2021,500,,,
40,,28/06/2021,500,,,
40,,27/07/2021,500,,,
40,,30/08/2021,500,,,
40,,28/09/2021,500,,,
40,,27/10/2021,500,,,
40,,29/11/2021,500,,,
40,,28/12/2021,500,,,
41,,2/2/2021,1000,,,
41,,3/3/2021,1000,,,
41,,3/4/2021,1000,,,
41,,1/5/2021,1000,,,
41,,3/6/2021,1000,,,
41,,4/7/2021,1000,,,
41,,4/8/2021,1000,,,
41,,5/9/2021,1000,,,
41,,2/10/2021,1000,,,
41,,5/11/2021,1000,,,
41,,5/12/2021,1000,,,
41,,28/12/2021,1000,,,
42,,31/01/2021,1500,,,
42,,4/3/2021,1500,,,
42,,1/4/2021,1500,,,
42,,28/04/2021,1500,,,
42,,30/05/2021,1500,,,
42,,27/06/2021,1500,,,
42,,29/07/2021,1500,,,
42,,28/08/2021,2000,,,
42,,3/10/2021,2000,,,
42,,27/10/2021,2000,,,
42,,27/11/2021,2000,,,
42,,29/12/2021,2000,,,
43,,31/01/2021,5500,,,
43,,4/3/2021,5500,,,
43,,1/4/2021,5500,,,
43,,28/04/2021,5500,,,
43,,30/05/2021,5500,,,
43,,27/06/2021,5500,,,
43,,29/07/2021,5500,,,
43,,28/08/2021,5500,,,
43,,3/10/2021,5500,,,
43,,27/10/2021,5500,,,
43,,27/11/2021,5500,,,
43,,29/12/2021,5500,,,
44,,31/01/2021,4000,,,
44,,4/3/2021,4000,,,
44,,1/4/2021,4000,,,
44,,28/04/2021,4000,,,
44,,2/6/2021,5000,,,
44,,28/06/2021,7000,,,
44,,30/07/2021,5000,,,
44,,30/08/2021,5000,,,
44,,4/10/2021,2000,,,
44,,4/11/2021,7000,,,
44,,4/12/2021,4000,,,
44,,4/1/2022,6000,,,
46,,2/2/2021,500,,,
46,,3/3/2021,500,,,
46,,3/4/2021,500,,,
46,,1/5/2021,500,,,
46,,4/7/2021,1000,,,
46,,4/8/2021,500,,,
46,,5/9/2021,500,,,
46,,2/10/2021,500,,,
46,,5/11/2021,500,,,
46,,5/12/2021,500,,,
46,,28/12/2021,500,,,
48,,25/01/2021,2000,,,
48,,25/02/2021,1000,,,
48,,25/03/2021,1000,,,
48,,25/04/2021,1000,,,
48,,25/05/2021,1000,,,
48,,24/06/2021,1000,,,
48,,25/07/2021,1000,,,
48,,25/08/2021,1000,,,
48,,26/09/2021,1000,,,
48,,25/10/2021,1000,,,
48,,25/11/2021,1000,,,
48,,26/12/2021,1000,,,
49,,2/2/2021,2000,,,
49,,28/02/2021,2000,,,
49,,3/4/2021,1500,,,
49,,1/5/2021,2500,,,
49,,3/6/2021,2000,,,
49,,4/7/2021,2000,,,
49,,4/8/2021,2000,,,
49,,5/9/2021,2000,,,
49,,2/10/2021,1000,,,
49,,5/11/2021,2000,,,
49,,5/12/2021,50500,,,
49,,28/12/2021,10500,,,
50,,2/2/2021,7000,,,
50,,3/3/2021,1000,,,
50,,3/4/2021,1000,,,
50,,1/5/2021,500,,,
50,,3/6/2021,500,,,
50,,4/7/2021,500,,,
50,,4/8/2021,500,,,
50,,5/9/2021,500,,,
50,,2/10/2021,500,,,
50,,5/11/2021,500,,,
50,,5/12/2021,500,,,
50,,28/12/2021,500,,,
51,,26/01/2021,1000,,,
51,,21/02/2021,1000,,,
51,,27/03/2021,1000,,,
51,,25/04/2021,1000,,,
51,,28/05/2021,1000,,,
51,,20/06/2021,1000,,,
51,,28/07/2021,1000,,,
51,,4/9/2021,1000,,,
51,,29/09/2021,5000,,,
51,,1/11/2021,5000,,,
51,,5/12/2021,5000,,,
51,,29/12/2021,5000,,,
52,,21/02/2021,2000,,,
52,,28/03/2021,1000,,,
52,,29/04/2021,1000,,,
52,,26/05/2021,1000,,,
52,,25/06/2021,1000,,,
52,,27/07/2021,1000,,,
52,,26/08/2021,1000,,,
52,,26/09/2021,1000,,,
52,,29/10/2021,1000,,,
52,,25/11/2021,1000,,,
52,,26/12/2021,1000,,,
53,,31/01/2021,1500,,,
53,,28/02/2021,1500,,,
53,,3/4/2021,1500,,,
53,,1/5/2021,1500,,,
53,,30/05/2021,1500,,,
53,,29/06/2021,1500,,,
53,,27/07/2021,500,,,
53,,4/9/2021,1500,,,
53,,4/10/2021,2500,,,
53,,31/10/2021,1500,,,
53,,29/11/2021,1500,,,
53,,2/1/2022,1500,,,
54,,31/01/2021,500,,,
54,,28/02/2021,500,,,
54,,3/4/2021,500,,,
54,,1/5/2021,500,,,
54,,30/05/2021,500,,,
54,,29/06/2021,500,,,
54,,27/07/2021,9500,,,
54,,4/9/2021,500,,,
54,,4/10/2021,500,,,
54,,31/10/2021,500,,,
54,,29/11/2021,500,,,
54,,2/1/2022,500,,,
56,,21/01/2021,2500,,,
56,,24/02/2021,2500,,,
56,,25/03/2021,2500,,,
56,,23/04/2021,2500,,,
56,,24/05/2021,2500,,,
56,,25/06/2021,2500,,,
56,,17/07/2021,1500,,,
56,,24/08/2021,1500,,,
56,,22/09/2021,1500,,,
56,,24/10/2021,1500,,,
56,,24/11/2021,1500,,,
56,,21/12/2021,1500,,,
57,,4/2/2021,1000,,,
57,,27/02/2021,1000,,,
57,,28/03/2021,500,,,
57,,29/04/2021,500,,,
57,,31/05/2021,500,,,
57,,29/06/2021,500,,,
57,,25/07/2021,500,,,
57,,25/08/2021,10000,,,
57,,26/09/2021,500,,,
57,,27/10/2021,1500,,,
57,,25/11/2021,1500,,,
57,,23/12/2021,1500,,,
58,,28/01/2021,1000,,,
58,,2/3/2021,1000,,,
58,,28/03/2021,1000,,,
58,,4/6/2021,1000,,,
59,,1/2/2021,6000,,,
59,,30/03/2021,6000,,,
59,,29/04/2021,5000,,,
59,,29/05/2021,6000,,,
59,,28/06/2021,6000,,,
59,,2/8/2021,6000,,,
59,,28/08/2021,6000,,,
59,,27/09/2021,6000,,,
59,,28/10/2021,5000,,,
59,,29/11/2021,5000,,,
59,,1/1/2022,5000,,,
60,,27/01/2021,1000,,,
60,,1/3/2021,1000,,,
60,,28/03/2021,1000,,,
60,,27/04/2021,2000,,,
60,,29/05/2021,6000,,,
60,,27/06/2021,5000,,,
60,,28/07/2021,5000,,,
60,,29/08/2021,5000,,,
60,,29/09/2021,5000,,,
61,,2/2/2021,500,,,
61,,3/3/2021,4500,,,
61,,3/4/2021,500,,,
61,,1/5/2021,500,,,
61,,3/6/2021,500,,,
61,,4/7/2021,500,,,
61,,4/8/2021,500,,,
61,,5/9/2021,500,,,
61,,2/10/2021,500,,,
61,,5/11/2021,500,,,
61,,5/12/2021,500,,,
61,,28/12/2021,500,,,
62,,2/2/2021,500,,,
62,,3/3/2021,4500,,,
62,,3/4/2021,500,,,
62,,1/5/2021,500,,,
62,,3/6/2021,500,,,
62,,4/7/2021,500,,,
62,,4/8/2021,500,,,
62,,5/9/2021,500,,,
62,,2/10/2021,500,,,
62,,5/11/2021,500,,,
62,,5/12/2021,500,,,
62,,28/12/2021,500,,,
63,,2/2/2021,500,,,
63,,4/3/2021,1000,,,
63,,4/4/2021,500,,,
63,,27/04/2021,1000,,,
63,,2/6/2021,1000,,,
63,,28/06/2021,500,,,
63,,4/8/2021,500,,,
63,,30/08/2021,1000,,,
63,,4/10/2021,9500,,,
63,,4/11/2021,500,,,
63,,4/12/2021,500,,,
63,,4/1/2022,500,,,
64,,2/2/2021,500,,,
64,,4/3/2021,1000,,,
64,,4/4/2021,500,,,
64,,27/04/2021,1000,,,
64,,2/6/2021,1000,,,
64,,28/06/2021,500,,,
64,,4/8/2021,500,,,
64,,30/08/2021,1000,,,
64,,4/10/2021,1000,,,
64,,4/11/2021,500,,,
64,,4/12/2021,500,,,
64,,4/1/2022,500,,,
65,,25/01/2021,500,,,
65,,25/02/2021,500,,,
65,,25/03/2021,500,,,
65,,25/04/2021,500,,,
65,,25/05/2021,500,,,
65,,24/06/2021,500,,,
65,,25/07/2021,500,,,
65,,25/08/2021,500,,,
65,,26/09/2021,500,,,
65,,25/10/2021,500,,,
65,,25/11/2021,500,,,
65,,26/12/2021,500,,,
66,,28/01/2021,500,,,
66,,28/02/2021,600,,,
66,,28/03/2021,500,,,
66,,27/04/2021,500,,,
66,,27/05/2021,500,,,
66,,27/06/2021,500,,,
66,,27/07/2021,500,,,
66,,27/08/2021,500,,,
66,,27/09/2021,500,,,
66,,29/10/2021,500,,,
66,,28/11/2021,500,,,
66,,28/12/2021,500,,,
67,,31/01/2021,500,,,
67,,2/3/2021,500,,,
67,,1/4/2021,500,,,
67,,2/5/2021,500,,,
67,,4/6/2021,500,,,
67,,3/7/2021,500,,,
67,,5/9/2021,1500,,,
67,,2/10/2021,1500,,,
67,,5/11/2021,1500,,,
67,,5/12/2021,1500,,,
67,,11/1/2022,1500,,,
68,,20/02/2021,6000,,,
69,,22/02/2021,6000,,,
70,,21/02/2021,6000,,,
71,,1/3/2021,500,,,
71,,4/4/2021,500,,,
71,,30/04/2021,500,,,
71,,31/05/2021,500,,,
71,,30/06/2021,500,,,
71,,2/8/2021,500,,,
71,,1/9/2021,500,,,
71,,30/09/2021,500,,,
71,,31/10/2021,500,,,
71,,30/11/2021,500,,,
71,,30/12/2021,500,,,
72,,1/3/2021,500,,,
72,,30/03/2021,500,,,
72,,27/04/2021,500,,,
72,,27/05/2021,500,,,
72,,28/06/2021,500,,,
72,,27/07/2021,500,,,
72,,26/08/2021,500,,,
72,,27/09/2021,500,,,
72,,27/10/2021,500,,,
72,,28/11/2021,500,,,
72,,27/12/2021,500,,,
73,,2/3/2021,500,,,
73,,31/03/2021,500,,,
73,,1/5/2021,500,,,
73,,3/6/2021,500,,,
73,,5/7/2021,500,,,
73,,5/8/2021,500,,,
73,,4/9/2021,500,,,
73,,4/10/2021,500,,,
73,,4/1/2022,500,,,
75,,5/3/2021,24000,,,
77,,3/3/2021,500,,,
77,,28/03/2021,500,,,
77,,29/04/2021,500,,,
77,,28/05/2021,500,,,
77,,27/06/2021,500,,,
77,,28/07/2021,500,,,
77,,27/08/2021,500,,,
77,,28/10/2021,500,,,
77,,28/12/2021,500,,,
78,,3/3/2021,500,,,
78,,28/03/2021,500,,,
78,,29/04/2021,500,,,
78,,28/05/2021,500,,,
78,,27/06/2021,500,,,
78,,28/07/2021,500,,,
78,,27/08/2021,500,,,
78,,28/10/2021,500,,,
78,,28/12/2021,500,,,
76,,4/3/2021,500,,,
76,,1/4/2021,500,,,
76,,29/04/2021,500,,,
76,,27/05/2021,500,,,
76,,27/06/2021,1000,,,
76,,31/07/2021,1000,,,
76,,29/08/2021,1000,,,
76,,29/09/2021,1500,,,
76,,2/12/2021,1000,,,
76,,30/12/2021,1000,,,
74,,30/03/2021,500,,,
74,,4/5/2021,500,,,
74,,6/6/2021,500,,,
74,,1/7/2021,500,,,
74,,26/08/2021,1000,,,
74,,4/10/2021,500,,,
74,,4/11/2021,500,,,
74,,5/12/2021,500,,,
74,,5/1/2022,500,,,
1,,30/01/2022,2500,,,
1,,5/3/2022,2500,,,
1,,5/4/2022,2500,,,
1,,1/5/2022,2500,,,
1,,5/6/2022,2500,,,
1,,15/07/2022,2500,,,
1,,4/8/2022,2500,,,
1,,30/09/2022,5000,,,
1,,5/11/2022,2500,,,
1,,5/1/2023,5000,,,
2,,30/01/2022,10500,,,
2,,5/3/2022,10500,,,
2,,5/4/2022,10500,,,
2,,5/6/2022,10500,,,
2,,4/8/2022,1000,,,
2,,30/09/2022,2000,,,
2,,5/11/2022,500,,,
2,,5/1/2023,5000,,,
3,,30/01/2022,3000,,,
3,,5/3/2022,3000,,,
3,,5/4/2022,3000,,,
3,,1/5/2022,3000,,,
3,,5/6/2022,3000,,,
3,,15/07/2022,3000,,,
3,,4/8/2022,3000,,,
3,,30/09/2022,7000,,,
3,,31/10/2022,3000,,,
3,,29/11/2022,3000,,,
3,,28/12/2022,3000,,,
4,,30/01/2022,1500,,,
4,,5/3/2022,1500,,,
4,,5/4/2022,1500,,,
4,,1/5/2022,1500,,,
4,,5/6/2022,1500,,,
4,,15/07/2022,500,,,
4,,4/8/2022,500,,,
4,,31/08/2022,6000,,,
4,,30/9+2/10,11000,,,
4,,1/11/2022,8000,,,
4,,3/12/2022,5000,,,
4,,1/1/2023,10000,,,
5,,30/01/2022,5500,,,
5,,5/3/2022,5500,,,
5,,5/4/2022,5500,,,
5,,1/5/2022,5500,,,
5,,5/6/2022,5500,,,
5,,15/07/2022,5500,,,
5,,4/8/2022,5500,,,
5,,30/09/2022,12000,,,
5,,5/11/2022,5500,,,
5,,5/1/2023,11000,,,
6,,30/01/2022,1500,,,
6,,5/3/2022,1500,,,
6,,5/4/2022,1500,,,
6,,1/5/2022,1500,,,
6,,5/6/2022,1500,,,
6,,15/07/2022,500,,,
6,,4/8/2022,500,,,
6,,30/09/2022,2000,,,
6,,5/11/2022,500,,,
6,,5/1/2023,1000,,,
7,,30/01/2022,1500,,,
7,,5/3/2022,1500,,,
7,,5/4/2022,1500,,,
7,,1/5/2022,1500,,,
7,,5/6/2022,1500,,,
7,,15/07/2022,500,,,
7,,4/8/2022,500,,,
7,,30/09/2022,5000,,,
7,,5/11/2022,1000,,,
7,,5/1/2023,2000,,,
8,,30/01/2022,1500,,,
8,,5/3/2022,1500,,,
8,,5/4/2022,1500,,,
8,,1/5/2022,1500,,,
8,,5/6/2022,1500,,,
8,,15/07/2022,1500,,,
8,,4/8/2022,500,,,
8,,30/09/2022,2000,,,
8,,5/11/2022,1000,,,
8,,5/1/2023,2000,,,
11,,3/2/2022,10000,,,
11,,2/3/2022,10000,,,
11,,31/03/2022,10000,,,
11,,30/04/2022,2000,,,
11,,4/12/2022,5500,,,
11,,26/12/2022,5500,,,
12,,30/01/2022,500,,,
12,,5/3/2022,500,,,
12,,5/4/2022,500,,,
12,,1/5/2022,500,,,
12,,5/6/2022,500,,,
12,,15/07/2022,500,,,
12,,4/8/2022,500,,,
12,,30/09/2022,1000,,,
12,,5/11/2022,500,,,
12,,5/1/2023,1000,,,
13,,28/01/2022,500,,,
13,,28/02/2022,500,,,
13,,28/03/2022,500,,,
13,,26/05/2022,500,,,
13,,2/8/2022,1000,,,
13,,26/08/2022,1000,,,
13,,26/09/2022,1000,,,
13,,26/10/2022,1000,,,
13,,3/12/2022,1000,,,
13,,26/12/2022,1000,,,
14,,5/3/2022,2000,,,
14,,5/4/2022,2000,,,
14,,5/6/2022,2000,,,
14,,8/6/2022,2000,,,
14,,4/7/2022,2000,,,
14,,5/11/2022,2000,,,
14,,5/12/2022,2000,,,
14,,5/1/2023,2000,,,
15,,5/3/2022,1000,,,
15,,5/4/2022,1000,,,
15,,5/6/2022,10500,,,
15,,8/6/2022,10500,,,
15,,5/11/2022,3000,,,
15,,5/12/2022,3000,,,
15,,5/1/2023,3000,,,
16,,30/01/2022,1000,,,
16,,1/3/2022,1000,,,
16,,1/4/2022,1000,,,
16,,1/5/2022,1000,,,
16,,28/05/2022,1000,,,
16,,24/06/2022,1000,,,
16,,1/10/2022,1000,,,
16,,5/11/2022,1000,,,
16,,5/12/2022,1000,,,
16,,28/12/2022,1000,,,
17,,30/01/2022,500,,,
17,,1/3/2022,500,,,
17,,1/4/2022,500,,,
17,,1/5/2022,500,,,
17,,28/05/2022,500,,,
17,,24/06/2022,500,,,
17,,1/10/2022,500,,,
17,,5/11/2022,500,,,
17,,5/12/2022,500,,,
17,,28/12/2022,500,,,
18,,29/01/2022,1500,,,
18,,27/02/2022,1500,,,
18,,27/03/2022,1500,,,
18,,27/04/2022,1500,,,
18,,26/05/2022,1500,,,
18,,27/06/2022,1500,,,
18,,27/07/2022,1500,,,
18,,28/08/2022,1500,,,
18,,27/09/2022,1500,,,
18,,27/10/2022,1500,,,
18,,27/11/2022,1500,,,
18,,27/12/2022,1500,,,
19,,29/01/2022,2000,,,
19,,27/02/2022,2000,,,
19,,2+5/3/22,44000,,,
19,,25/08/2022,6000,,,
21,,30/01/2022,500,,,
21,,6/4/2022,1500,,,
21,,1/5/2022,1500,,,
21,,27/05/2022,1500,,,
21,,26/06/2022,1500,,,
21,,28/07/2022,1500,,,
21,,1/9/2022,1500,,,
21,,1/10/2022,1500,,,
21,,2/11/2022,1500,,,
21,,31/12/2022,3000,,,
22,,30/01/2022,500,,,
22,,5/4/2022,1500,,,
22,,1/5/2022,1500,,,
22,,1/6/2022,1500,,,
22,,1/7/2022,1500,,,
22,,1/8/2022,1500,,,
22,,3/9/2022,1500,,,
22,,2/10/2022,1500,,,
22,,4/11/2022,1500,,,
22,,5/12/2022,1500,,,
22,,30/12/2022,1500,,,
29,,27/01/2022,1000,,,
29,,27/02/2022,1000,,,
29,,31/03/2022,1000,,,
29,,29/04/2022,1000,,,
29,,6/6/2022,1000,,,
29,,28/07/2022,1000,,,
29,,2/9/2022,1000,,,
29,,4/10/2022,1000,,,
29,,3/11/2022,1000,,,
29,,4/12/2022,500,,,
30,,27/02/2022,1000,,,
30,,31/03/2022,1000,,,
30,,29/04/2022,1000,,,
30,,6/6/2022,1000,,,
30,,28/07/2022,1000,,,
30,,2/9/2022,1000,,,
30,,4/10/2022,1000,,,
30,,3/11/2022,1000,,,
30,,4/12/2022,1000,,,
31,,27/01/2022,500,,,
31,,27/02/2022,500,,,
31,,31/03/2022,500,,,
31,,6/6/2022,1000,,,
31,,28/07/2022,1000,,,
31,,2/9/2022,1000,,,
31,,4/10/2022,1000,,,
31,,3/11/2022,1000,,,
31,,4/12/2022,1000,,,
32,,27/01/2022,500,,,
32,,27/02/2022,500,,,
32,,31/03/2022,500,,,
32,,29/04/2022,500,,,
32,,6/6/2022,500,,,
32,,28/07/2022,500,,,
32,,2/9/2022,500,,,
32,,4/10/2022,1000,,,
32,,3/11/2022,500,,,
32,,4/12/2022,500,,,
33,,27/01/2022,500,,,
33,,27/02/2022,500,,,
33,,31/03/2022,500,,,
33,,29/04/2022,500,,,
33,,6/6/2022,500,,,
33,,28/07/2022,500,,,
33,,2/9/2022,500,,,
33,,4/10/2022,1000,,,
33,,3/11/2022,500,,,
33,,4/12/2022,500,,,
34,,27/02/2022,1000,,,
34,,31/03/2022,1000,,,
34,,29/04/2022,1000,,,
34,,6/6/2022,1000,,,
34,,28/07/2022,1000,,,
34,,2/9/2022,1000,,,
34,,4/10/2022,1000,,,
34,,3/11/2022,1000,,,
34,,4/12/2022,1000,,,
23,,24/01/2022,2500,,,
23,,26/02/2022,2500,,,
23,,28/03/2022,2500,,,
23,,28/04/2022,2500,,,
23,,28/05/2022,2500,,,
23,,1/7/2022,2500,,,
23,,1/8/2022,2500,,,
23,,26/08/2022,2500,,,
23,,25/09/2022,2500,,,
23,,1/11/2022,2500,,,
23,,28/11/2022,2500,,,
23,,26/12/2022,2500,,,
24,,24/01/2022,500,,,
24,,26/02/2022,500,,,
24,,28/03/2022,500,,,
24,,28/04/2022,500,,,
24,,28/05/2022,500,,,
24,,1/7/2022,500,,,
24,,1/8/2022,500,,,
24,,26/08/2022,500,,,
24,,25/09/2022,500,,,
24,,1/11/2022,500,,,
24,,28/11/2022,500,,,
24,,26/12/2022,500,,,
25,,24/01/2022,500,,,
25,,26/02/2022,500,,,
25,,28/03/2022,500,,,
25,,28/04/2022,500,,,
25,,28/05/2022,500,,,
25,,1/7/2022,500,,,
25,,1/8/2022,500,,,
25,,26/08/2022,500,,,
25,,25/09/2022,500,,,
25,,1/11/2022,500,,,
25,,28/11/2022,500,,,
25,,26/12/2022,500,,,
26,,24/01/2022,500,,,
26,,26/02/2022,500,,,
26,,28/03/2022,500,,,
26,,28/04/2022,500,,,
26,,28/05/2022,500,,,
26,,1/7/2022,500,,,
26,,1/8/2022,500,,,
26,,26/08/2022,500,,,
26,,25/09/2022,500,,,
26,,1/11/2022,500,,,
26,,28/11/2022,500,,,
26,,26/12/2022,500,,,
27,,24/01/2022,500,,,
27,,26/02/2022,500,,,
27,,28/03/2022,500,,,
27,,28/04/2022,500,,,
27,,28/05/2022,500,,,
27,,1/7/2022,500,,,
27,,1/8/2022,500,,,
27,,26/08/2022,500,,,
27,,25/09/2022,500,,,
27,,1/11/2022,500,,,
27,,28/11/2022,500,,,
27,,26/12/2022,500,,,
28,,24/01/2022,500,,,
28,,26/02/2022,500,,,
28,,28/03/2022,500,,,
28,,28/04/2022,500,,,
28,,28/05/2022,500,,,
28,,1/7/2022,500,,,
28,,1/8/2022,500,,,
28,,26/08/2022,500,,,
28,,25/09/2022,500,,,
28,,1/11/2022,500,,,
28,,28/11/2022,500,,,
28,,26/12/2022,500,,,
35,,28/02/2022,3000,,,
35,,1/4/2022,3000,,,
35,,27/04/2022,3000,,,
35,,25/05/2022,3000,,,
35,,1/7/2022,3000,,,
35,,27/07/2022,3000,,,
35,,26/08/2022,3000,,,
35,,1/10/2022,3000,,,
35,,22/10/2022,3000,,,
35,,29/11/2022,3000,,,
35,,26/12/2022,3000,,,
36,,3/2/2022,500,,,
36,,28/02/2022,500,,,
36,,1/4/2022,500,,,
36,,27/04/2022,500,,,
36,,25/05/2022,500,,,
36,,1/7/2022,500,,,
36,,27/07/2022,500,,,
36,,26/08/2022,500,,,
36,,1/10/2022,500,,,
36,,22/10/2022,500,,,
36,,29/11/2022,500,,,
36,,26/12/2022,500,,,
37,,27/01/2022,2000,,,
37,,1/3/2022,2000,,,
37,,28/03/2022,2000,,,
37,,28/04/2022,2000,,,
37,,27/05/2022,2000,,,
37,,1/7/2022,2000,,,
37,,27/07/2022,2000,,,
37,,4/9/2022,2000,,,
37,,5/10/2022,2000,,,
37,,28/10/2022,2000,,,
37,,28/11/2022,2000,,,
37,,6/1/2023,2000,,,
38,,29/01/2022,1500,,,
38,,27/02/2022,1500,,,
38,,27/03/2022,1500,,,
38,,27/04/2022,1500,,,
38,,26/05/2022,1500,,,
38,,27/06/2022,1500,,,
38,,27/07/2022,1500,,,
38,,28/08/2022,1500,,,
